timestamp,probability,label,title_preview,text_snippet
2025-06-22T21:57:43.267733,0.0459,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T21:58:07.154594,0.0459,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T21:58:20.134461,0.0463,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T21:58:30.986134,0.0459,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T21:58:33.085233,0.0459,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T22:12:38.716299,0.0157,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T22:12:48.099297,0.0097,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T22:12:55.381759,0.0099,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T22:21:33.405349,0.0157,✅ Low Risk — Appears Legitimate,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily We,Title: 🛍️ Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your ar
2025-06-22T22:21:49.682636,0.0257,✅ Low Risk — Appears Legitimate,Urgent: Secret Shopper Needed – $500 Daily We are a,Urgent: Secret Shopper Needed – $500 Daily  We are a market research company hiring secret shoppers in your area. No bac
2025-06-22T22:22:01.151707,0.0097,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
2025-06-22T22:22:10.515490,0.0099,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T22:41:07.439137,0.0084,✅ Low Risk — Appears Legitimate,Title: Virtual Office Admin Needed ASAP – Work From Anywhere,Title: Virtual Office Admin Needed ASAP – Work From Anywhere  Are you a detail-oriented individual looking for part-time
2025-06-22T22:41:17.291695,0.0081,✅ Low Risk — Appears Legitimate,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus,Title: Executive Assistant – Immediate Start + Weekly Cash Bonus  A private client is seeking a motivated assistant for 
